"title","date","tags","article"
"ＣＥＯ、原産地規則の厳格化を批判","2018年1月17日 19時50分","アメリカ,カナダ,メキシコ,中国,速報,経済,最新の経済ニュース,企業・産業","【デトロイト清水憲司】北米トヨタ自動車のレンツ最高経営責任者（ＣＥＯ）は１６日、北米自由貿易協定（ＮＡＦＴＡ）再交渉でトランプ政権が提案した自動車の原産地規則の厳格化について「現実的ではない」と語った。米国がＮＡＦＴＡから離脱すれば結果的に中国などからの部品供給が増え、米国の雇用に打撃になるとの見方も示した。デトロイトで開催中の北米国際自動車ショーで記者会見した。米国とカナダ、メキシコで構成するＮＡＦＴＡは、部品の６２．５％以上を域内生産した自動車については関税をゼロにしている。国内製造業の振興を掲げるトランプ政権は、これを８５％以上に引き上げるとともに、「米国製は５０％以上」を要件にするよう規則の変更を目指している。レンツ氏はＮＡＦＴＡによって北米地域の自動車産業はアジアや欧州と競争可能になったと指摘したうえで、「北米で８５％を満たすメーカーは存在せず、現実的ではない」と語った。ＮＡＦＴＡ離脱となった場合は「車のコストが上がり、需要が減退して雇用に影響する事態など誰も見たくない」とも述べ、各国の歩み寄りに期待を示した。"
"神戸製鋼部品の安全性を確認","2018年1月17日 19時14分","経済,最新の経済ニュース,企業・産業,速報","神戸製鋼所の品質検査データ改ざん問題で、トヨタ自動車は１７日、同社の車に使われていた神戸製鋼製の部品がトヨタの品質・性能基準を満たしていたと発表した。既に一部部品の安全性を確認していたが、今回の発表でトヨタが使う神戸製鋼製の全部品について「安全宣言」を出した格好だ。トヨタは改ざんされていないデータなどを基に部品の強度や耐久性を確認していた。一部車種のボンネットなどに使われていたアルミ板や、国内で調達したエンジン用の鉄粉などについて、トヨタは昨年１１月までに「問題はない」と発表。その後も海外工場で調達した鉄粉や銅管などの品質を確認する作業を続けていた。【小倉祥徳】"
"商工中金民営化を評価","2018年1月17日 19時12分","経済,最新の経済ニュース,企業・産業,速報","全国地方銀行協会の佐久間英利会長（千葉銀行頭取）は１７日の定例会見で、政府の有識者検討会が示した商工組合中央金庫（商工中金）の完全民営化について、「新たな競争相手が生まれるというよりは、相互補完関係となるビジネスパートナーが生まれる」と評価した。１１日にまとまった検討会の中間提言は、商工中金に対し、中小企業の企業再生など、民間金融機関が十分対応し切れない分野に特化したビジネスモデルへの転換を求めた。佐久間会長は、提言内容について「地域経済の持続的発展を下支えすることが使命の地域金融機関としては、心強い内容だった」と発言。商工中金が提言に沿ったビジネスモデルを展開することを前提に、「地域経済の活力を引き出す呼び水となるよう（商工中金と）連携、協業態勢を整えたい」と、協力する考え示した。【小原擁】"
"会話が盛り上がらない相手とは、まずボードゲームを一戦交えたい所存です。『シブすぎ専門店図鑑』第4回（GetNavi web）","2018年1月17日 17時00分","企業・産業",""
"G-SHOCK生みの親とNIGOのスペシャルコラボレーションモデルは激レア化必至の蛍光スケルトン！（GetNavi web）","2018年1月17日 11時00分","企業・産業",""
"このデザインで意外に安い!? ひとり暮らし必見の「オシャレ家電群」がハイアールより発売開始（GetNavi web）","2018年1月17日 10時00分","ライフ,企業・産業",""
"業界初の4K高画質×タフネス仕様! JVC“Everio R”から4Kビデオカメラ「GZ-RY980」登場（GetNavi web）","2018年1月17日 06時30分","家電,企業・産業,ライフ",""
"サイズを変えずに2倍の量を調理する「目からウロコの方法」とは? 一世を風靡した「ノンフライヤー」の新モデル登場!（GetNavi web）","2018年1月17日 06時00分","ライフ,企業・産業",""
"小平が銀、高木が銅　女子１０００ｍ","2018年2月14日 20時14分","冬季五輪,スピードスケート,平昌五輪　トップ編成ニュース,平昌五輪　ニュース,すべて表示する","平昌五輪のスピードスケート女子１０００メートルが１４日行われ、日本選手団の主将で今季世界記録を樹立した小平奈緒（相沢病院）が１分１３秒８２で銀、１５００メートル銀メダリストの高木美帆（日体大助手）が１分１３秒９８で銅を獲得した。優勝は五輪レコードの１分１３秒５６を記録したヨリン・テルモルス（オランダ）だった。郷亜里砂（イヨテツク）は１分１５秒８４の１３位だった。"
"春闘３％賃上げ明記　春闘方針「社会的な要請」","2018年1月16日 18時25分","経済,最新の経済ニュース,企業・産業,速報","経団連は１６日、２０１８年春闘の経営側の交渉指針となる「経営労働政策特別委員会報告」（経労委報告）を発表した。安倍晋三首相がデフレ脱却に向けて３％の賃上げを求めていることから、「『３％賃上げ』の社会的な期待を意識しながら、収益に見合った前向きな検討が望まれる」と明記。企業に積極的な対応を呼びかけた。政府が経済界に賃上げを求める「官製春闘」は５年目となるが、３％という具体的な数値目標が盛り込まれたのは初めて。報告は、企業収益が過去最高水準に達し、今後も好業績が見込まれるとして、首相の３％賃上げ要望が「社会的な要請・期待感を代弁したもの」と指摘。「踏み込んだ処遇改善を図ることで、デフレからの脱却と経済の好循環の拡大に貢献していく」と表明した。一方、１４年から４年連続で、基本給の水準引き上げ（ベースアップ＝ベア）と定期昇給を合わせて大企業で２％台の賃上げを行ったが、「個人消費は伸び悩んでいる」と分析。国民に将来不安が根強いほか、社会保険料の負担増などで消費に回せる所得が伸びないことが理由だとして、政府に社会保障制度の抜本改革と財政規律の確保を求めた。「働き方改革」では、長時間労働の是正で残業代が減る分について、生産性を向上させて処遇改善をすべきだと初めて指摘。「賞与・一時金の増額や手当の創設、ベアなど」で還元することを選択肢に挙げた。「同一労働同一賃金」への対応については、パートなど非正規社員と正社員との「不合理な処遇格差の解消を徹底する必要がある」と指摘した。春闘は２２日に労使双方が参加する「労使フォーラム」で事実上スタートし、２３日の経団連と連合のトップ会談で本格化する。【川口雅浩】"
"Wカセットデッキで高速ダビングもできちゃう! カラオケ機能搭載のCDラジカセ「TY-CDW99」（GetNavi web）","2018年1月16日 17時30分","家電,企業・産業,ライフ",""
"けもフレやウルトラマンのキューブ用ステッカー","2018年1月16日 16時02分","経済,最新の経済ニュース,企業・産業,速報","日産自動車は１６日、「キューブ」のリアノブをしっぽに見立ててドレスアップするステッカー「ｃｕｂｅのしっぽ」のプレゼントキャンペーンを始めた。キャンペーンには、アニメ「けものフレンズ」や「ウルトラマン」「ピングー」などの人気キャラクターのほか、模型の「ＴＡＭＩＹＡ」や「オセロ」といった人気ブランドともコラボレーションした１３種類が登場。いずれもキャンペーン限定のデザインとなっており、それぞれ最大１０人に贈られる。応募は公式サイトから。締め切りは、２月１５日１７時。【村田由紀子】"
"スントのフィットネスウオッチ製造技術が結集した「スント 3 フィットネス」は“健康意識高い系”のマストハブ！（GetNavi web）","2018年1月16日 11時05分","企業・産業",""
"主流は大型車強化　デトロイトで開幕","2018年1月16日 01時07分","アメリカ,最新の経済ニュース,企業・産業,速報,経済","【デトロイト清水憲司】北米国際自動車ショーが１４日、米デトロイトで開幕した。米国では景気の改善に伴い高水準の新車販売が続いてきたが、昨年は８年ぶりの減少に転じた。市場が転機を迎える中、売れ筋の大型車強化がテーマになりそうだ。米フォード・モーターは開幕にあわせ、米国で人気が高いピックアップトラックで、未舗装道での走行や燃費性能を高めた「レンジャー」の新型車を発表した。ゼネラル・モーターズ（ＧＭ）もピックアップトラック「シボレー・シルバラード」を公開。荷台を大きく、車体を一段と頑丈にした。世界の自動車市場は、電気自動車（ＥＶ）へのシフトや自動運転車開発に注目が集まるが、米国市場では当面、ピックアップトラックやスポーツタイプ多目的車（ＳＵＶ）の人気が続く見通し。米国メーカーは得意の大型車をさらに売り込んでいく方針だ。日本勢では、トヨタ自動車が１５日に「レクサス」ブランドのコンセプト車「ＬＦ－１　リミットレス」を発表した。日本刀の刃先をイメージした硬質なデザインの高級ＳＵＶで、完全自動運転にも対応させる。日産自動車も、シャープなフロントデザインが特徴で、５年後の量産化を想定するＳＵＶのコンセプト車「クロスモーション」を公開する。このほかホンダやＳＵＢＡＲＵ（スバル）も出展している。米国の昨年の新車販売台数は前年比１・８％減の１７２３万台と、８年ぶりの前年割れに終わった。金融危機後の不況時に買い控えた顧客層の買い替えが終わったことが大きい。今後も底堅い需要が見込まれるものの、市場が縮小局面に入ったことで、各社は販売戦略の巧拙が一段と問われることになる。"
"主要車種の電動化へ１．２兆円","2018年1月15日 20時01分","中国,アメリカ,最新の経済ニュース,企業・産業,速報,経済","【デトロイト清水憲司】米自動車大手フォード・モーターは１４日、主要車種の電動化に向け２０２０年までに１１０億ドル（約１．２兆円）を投じる方針を明らかにした。４０車種について、ガソリン車に加え、プラグインハイブリッド車や電気自動車（ＥＶ）を発売する。ウィリアム・フォード会長が、デトロイトで開幕した北米国際自動車ショーで記者団に明らかにした。フォード氏は「劇的に電動車の車種を増やしていく」と意欲を表明。４０車種のうち１６車種はＥＶを発売し、残り２４車種はプラグインハイブリッド車で対応するという。既に２０年までに４５億ドルを投資する計画を表明していたが、これを加速する。自動車大手は、中国や欧州などでのガソリン車に対する規制強化を受け、電動化を急いでいる。日産自動車が２２年に販売台数の約３割を電動車にするほか、トヨタ自動車も２５年ごろまでにガソリン車のみの車種をゼロにする。ホンダは３０年をめどに販売車両の３分の２を電動車にするなど、各社がそれぞれ目標を示している。"
"仮想通貨ＭＵＦＧコインでアイデア募集","2018年1月15日 18時43分","経済,最新の経済ニュース,企業・産業,速報","三菱東京ＵＦＪ銀行は１５日、三菱ＵＦＪフィナンシャル・グループ（ＭＵＦＧ）が独自に開発中の仮想通貨「ＭＵＦＧコイン」について、ベンチャー企業などに一部の仕様を公開し、新しいビジネスモデルや技術的アイデアを募集すると発表した。３月に内容を競うコンテストを実施する。２０１８年度中の発行実現に向け、準備を本格化させる。ＭＵＦＧコインは、スマートフォンにアプリをダウンロードし、利用者間の送金や、加盟店での買い物などの代金支払いに利用する。「ブロックチェーン」と呼ばれる技術を用いることで、大規模な管理システムが不要になり、送金コストを抑える仕組みだ。１００万円を超える企業間の大口送金から、１円未満の端数の送金までできる仮想通貨の発行を目指し、取引所開設などの準備を進めている。コンテストは３月３、４日に開催予定で、２月上旬に書類選考などで８グループ程度に絞り込んだ後、ＭＵＦＧコインの仕様の一部を伝える。ＭＵＦＧは将来、コインの仕様を、「地域通貨」を発行する全国の商店街や企業、デジタル通貨発行を計画する他の銀行にも公開し、普及を促進したい考えだ。【宮川裕章】"
"家電のプロは「最新の空気清浄機」をどう見たか? 主要5モデルの実力チェック!（GetNavi web）","2018年1月15日 17時00分","ライフ,企業・産業",""
"新社長にみずほ証券の坂井氏　佐藤氏は会長に","2018年1月15日 15時32分","経済,最新の経済ニュース,企業・産業,速報","みずほフィナンシャルグループ（ＦＧ）は１５日、佐藤康博社長（６５）の後任に、みずほ証券の坂井辰史社長（５８）が就くトップ人事を発表した。佐藤社長は会長となる。４月１日付。"
"年内上場検討　携帯会社、２兆円規模調達","2018年1月15日 09時55分","経済,最新の経済ニュース,企業・産業,速報","ソフトバンクグループは、傘下の携帯電話事業会社ソフトバンクを年内に東京証券取引所１部に上場させる検討に入った。資金調達額は２兆円程度を想定しており、過去最大規模の新規株式公開（ＩＰＯ）となる可能性がある。ソフトバンクグループが保有する９９％のソフトバンク株のうち、約３割を投資家に売り出す計画。早ければ春にも東証に上場を申請し、秋ごろの上場を目指す。ＩＰＯによる資金調達額としては、過去最大だったＮＴＴ（２兆２０００億円）に匹敵する規模となる。ソフトバンクグループは既に東証１部に上場しており、親会社と子会社の両方が上場している形になる。上場の最大の狙いは、新規投資資金の確保だ。ソフトバンクグループは近年、米携帯電話大手スプリントや英半導体開発大手アーム・ホールディングスなどを次々と買収。昨年５月には、サウジアラビアの政府系ファンドなどと共同で１０兆円規模の投資ファンドを設立するなど、投資会社としての性格を強めている。国内携帯電話市場でＮＴＴドコモ、ＫＤＤＩ（ａｕ）と並ぶ三強の一角を占めるソフトバンクを上場させることで、調達資金を新たな投資に充てる考えだ。一方、投資事業の拡大に伴い、ソフトバンクグループの有利子負債は約１４兆円に膨らんでいる。資金調達によって財務基盤を安定させる狙いもありそうだ。ソフトバンクグループは１５日、「資本政策に関するさまざまな選択肢を常に検討しており、ソフトバンクの株式上場も選択肢の一つだ」とのコメントを発表した。【浜中慎哉】"
"小平が銀、高木美が銅　女子１０００ｍ","2018年2月14日 20時14分","冬季五輪,スピードスケート,平昌五輪　トップ編成ニュース,平昌五輪　ニュース,すべて表示する","平昌五輪のスピードスケート女子１０００メートルが１４日行われ、日本選手団の主将で今季世界記録を樹立した小平奈緒（相沢病院）が１分１３秒８２で銀、１５００メートル銀メダリストの高木美帆（日体大助手）が１分１３秒９８で銅を獲得した。優勝は五輪レコードの１分１３秒５６を記録したヨリン・テルモルス（オランダ）だった。郷亜里砂（イヨテツク）は１分１５秒８４の１３位だった。１５００メートルの時以上に自分をほめてあげたい。テルモルスのタイムはみていなかったが、一番になったのは把握していた。でも自分との戦いだと思っていたので、自分の滑りだけに集中していた。１５００メートルのダメージが思った以上にあって、直前までどうなるかと思ったが、自分の体がよく戦ってくれた。"
"１月分料金を過小請求　３００万円分","2018年1月14日 20時14分","経済,最新の経済ニュース,企業・産業,速報","中部電力は１４日、管内の５県（愛知、三重、岐阜、静岡、長野）で、１月分の２４４０件の電気料金、計約３００万円分を過小請求していたと発表した。電気使用量を自動集計する次世代電力計「スマートメーター」のプログラムミスで、昼間に使った電気を料金の割安な夜間の利用と見なした。支払い済みの対象世帯や商店などに対し、不足分を２月に追加請求する。過小請求はスマートメーターを設置し、時間帯別料金プランを設定している顧客に起きた。担当者が今月１０日にミスを発見し、１１日に正しい設定に直したが、既に検針した分は変更手続きが間に合わず、本来より１０～９９６８円分少なく請求した。同社は「再発防止に努める」と陳謝した。【小倉祥徳】"
"悩み５７５、解決７７の「Ｏｈ！川柳」サイト","2018年1月14日 18時00分","デジタル,大阪府,企業・産業,速報,ライフ,経済,最新の経済ニュース","川柳を使ったメンタルヘルスケアのサイト「Ｏｈ！川柳」が開設された。利用者が「悩み」を「５７５」の１７文字で投稿すると、それを見た人が解決法を「７７」の１４文字で返し、そのやり取りに共感した人は「Ｏｈ！」ボタンを押して応援する。「お題」に応じた回答を競う演芸の「大喜利」の趣で、楽しみながらヘルスケアにつなげる。利用は無料だが会員登録が必要。サイトはＩＴ企業、ココロワークス（大阪市）が開発した。認知行動療法と、ゲームの仕組みを取り入れ、楽しみながら取り組む「ゲーミフィケーション」の手法を活用した。同社は「普段のちょっとした悩みやイライラを解消する新しい仕組み」と説明する。「Ｏｈ！川柳」ではさらに、主観的気分測定ツール「ＫＯＫＯＲＯスケール」も導入されており、気分変化を「Ｏｈ！ポイント」として可視化して、後の効果検証に役立てる機能もある。同社の小松英司社長は、「どれぐらい悩みが解消されたのかデータを分析、公開していく。『Ｏｈ！川柳』のアプリも予定している」と話している。【高橋望】"
"幕張の共同溝に　販売視野に検証栽培　千葉","2018年1月14日 11時53分","千葉県,最新の経済ニュース,企業・産業,速報,経済","千葉県習志野市芝園２の幕張新都心地下共同溝に、レタスやベビーリーフ、食用花を栽培する地下植物工場「幕張ファーム・ベチカ」がある。搬送機器メーカー「伊東電機」（兵庫県加西市）が、共同溝と敷地を県企業土地管理局から借り受けて昨年１２月に設置。１０月までを検証期間（日産２００株）とし、２０１９年に同２０００株、２０年には同５０００株に伸ばし、販売を視野に入れている。同社によると、「ベチカ」はベジタブル（野菜）の「ベ」と千葉の「チ」、地下の「カ」を組み合わせた造語という。共同溝は地下１０メートルにあり、千葉、習志野両市にまたがる全長３．１キロ、幅４～５．７メートル、高さ３～３．７メートル。同社は、このうち習志野市内の約３０メートルに検証用システムを設置した。レタス栽培の場合、地上でトレーに種をまき、２０日間で高さ約３センチまで育てた後、コンベヤーで地下に搬送。ＬＥＤ（発光ダイオード）を照射しながら２４日間栽培し、計４４日間で高さ約１５センチまで成長させる。地下は温度が一定で空調設備が要らず、ＬＥＤを使った他の植物工場の約３分の１の電気代で済むという。社員による種まき以外は全自動で、検証期間中にできたレタスなどは「子ども食堂」などに寄付する考えだ。伊東一夫社長（７３）は「ここを拠点に県内や都心に向けて出荷し、将来は穀物なども供給したい」と話した。【青木英一】"
"月夜に舞う「桜吹雪」の風情を螺鈿細工で文字盤に表現––クレドール最新作は120本限定の芸術作（GetNavi web）","2018年1月14日 11時00分","企業・産業",""
"三菱ＵＦＪが取引所開設へ　価格安定図る","2018年1月14日 06時30分","経済,最新の経済ニュース,企業・産業,速報","三菱ＵＦＪフィナンシャル・グループ（ＭＵＦＧ）は、独自に開発中の仮想通貨「ＭＵＦＧコイン」を発行するため、新たな取引所を開設する方針を決めた。取引所を自ら管理することでコインの価格の変動を抑え、安定的に決済や送金に使えるようにする。邦銀による仮想通貨の発行や取引所開設は初めてで、２０１８年度中の実現を目指す。【宮川裕章】ＭＵＦＧはスマートフォンにダウンロードしたアプリを通じて、ＭＵＦＧコインを利用者間の送金や、加盟店での買い物などの代金支払いに使えるようにする。大規模な管理システムがいらない「ブロックチェーン」と呼ばれる技術を用いることで、いつでも瞬時に送金でき、手数料も大幅に引き下げられるなどの利点がある。ＭＵＦＧは利用者に安心してコインを使ってもらうために、１ＭＵＦＧコイン＝１円に価格を安定させる方針だ。ただ、現金の前払い方式の電子マネーなどとして円と同じ価値のコインを発行した場合、銀行を介さずに１００万円超の送金を禁じる資金決済法が適用されることになり、企業の利用などで制約が大きい。一方で、仮想通貨としてコインを発行すれば法定の「お金」とはみなされず、１００万円超の送金が可能になるが、コインの価格を固定することはできない。代表的な仮想通貨のビットコインは管理者がおらず、全世界で自由に取引されることで投機資金が流入するなどして価格が激しく変動している。このためＭＵＦＧはコインを仮想通貨として発行する一方で、独自の取引所を開設し、取引を利用者とＭＵＦＧの間だけにとどめるなどして、コインの価格をほぼ１円になるよう誘導することにした。表向きはあらかじめ価格を固定せずに、取引を反映させてコインの価格が決まる形とすることで１００万円の制限を受けないようにする。ＭＵＦＧはすでに、取引所の開設によって１８年度内にコインを発行する方針を金融庁に通告している。傘下の三菱東京ＵＦＪ銀行は３月、ＭＵＦＧコインを使った事業のアイデアを競うコンテストを開催するなど、発行に向けた準備を本格化させる。ただ、仮想通貨の取引所を開設するには金融庁への登録が義務付けられているなど、なおハードルが残されている。世界的にＩＴと金融が融合したフィンテックが拡大する中、ＭＵＦＧのような新たなサービスに対応するための更なる法整備が急がれる。【ことば】仮想通貨通常の通貨のように目に見える形がなく、インターネット上だけで取引される「デジタル通貨」の一種。世界で１０００種類以上あり、時価総額は今月５日時点で約７７００億ドル（約８７兆円）に達する。日本円や米ドルといった「法定通貨」と違って中央銀行や政府が管理せず、法定通貨との間で交換レートが固定されていないのも特徴。"
"自動運転車開発、米グーグル追い上げへ　蓄積生かし","2018年1月13日 17時55分","経済,最新の経済ニュース,企業・産業,速報","【ワシントン清水憲司】米自動車大手ゼネラル・モーターズ（ＧＭ）が２０１９年中の自動運転車の実用化に向け着々と準備を進めている。米運輸省に提出した報告書を１２日公表し、ハンドルやブレーキ、アクセルを設置しないことや何重もの安全システムを構築することを表明した。既存の自動車メーカーならではの蓄積を生かし、開発で先行する米グーグルを追い上げる方針だ。ＧＭは電気自動車（ＥＶ）「ボルト」をベースに開発中で、１９年中に米国内で自動運転車によるライドシェア（相乗り）を試行する。交通や天候など一定の条件の下、人間が介在せずに自動運転を行う「レベル４」の技術になる見通しだ。米フォード・モーターやドイツのフォルクスワーゲン（ＶＷ）、ＢＭＷなどが２１年の実用化を目標にする中、既存メーカーとしての「一番乗り」を目指すとみられる。米国の安全基準はハンドルやブレーキなどの設置を義務づけており、ＧＭは例外扱いを求め、安全対策などを盛り込んだ報告書を運輸省に提出した。これによると、自動運転中、乗客は車内のボタンを押して遠隔地にいる警戒要員と連絡が取れ、別のボタンを押せば緊急停止できるようにする。また、異常発生時に対応する予備システムを用意し、さらに問題がある場合には自動的に停車する。事故時に救助を要請したり、データを保存して再発防止につなげたりする仕組みも整えるという。一方、グーグルの開発子会社ウェイモは１５年にハンドルもブレーキもない自動運転車の試験走行を成功させ、今年前半には他社に先駆けて自動運転車によるライドシェアの試行を始める。自動運転のソフトウエアやセンサー類は自作するものの、クルマそのものは他社製だ。これに対しＧＭは「自動運転車を量産できる唯一の企業」を掲げる。早期の量産化で新規参入組との競争を有利にする狙いがあるとみられる。"
"スコアアップの最終兵器！？ウブロ初のゴルフウオッチは機械式でもここまでスゴい！（GetNavi web）","2018年1月13日 13時00分","企業・産業",""
"［SIHH2018先行発表］硬軟織り交ぜたクロノグラフの秀作4本をモンブランが発表（GetNavi web）","2018年1月13日 11時00分","企業・産業",""
"１９年に自動運転、米で実用化　大手「一番乗り」へ","2018年1月13日 10時27分","アメリカ,最新の経済ニュース,企業・産業,速報,経済","【ワシントン清水憲司】米自動車大手ゼネラル・モーターズ（ＧＭ）は１２日、ハンドルやアクセル、ブレーキを設置しない自動運転車を２０１９年中に実用化する方針を発表した。自動運転車開発では米グーグルが先行する中、ＧＭは既存自動車メーカーとしては実用化の「一番乗り」を目指すとみられる。ＧＭは電気自動車（ＥＶ）「ボルト」をベースに開発を進めており、１９年中に米国内でライドシェアの試行を行う方針。一定の交通・天候事情の下、人間の介在なしで自動運転を行う「レベル４」の技術になる見通しだ。米国の安全基準では、ハンドルやブレーキなどの設置が義務づけられており、ＧＭは、米運輸省に例外扱いを求める安全性報告書を提出した。報告書によると、システムが異常を起こした場合、予備システムが作動するほか、それでも問題がある場合には自動的に停車する。事故時には搭乗者が救助を必要としているか検知し、救助を要請できる仕組みも導入するなど安全策を整えることで早期の承認を求める考えだ。一方、グーグルは１５年にハンドルもブレーキもない自動運転車の試験走行を成功させたほか、今年前半には緊急時の操作員なしで自動運転するライドシェアの試行を始める方針だ。"
"お手入れは吸い取るだけ!? 「PM0.1」すら除去する空清付きエアコン「大清快」が登場（GetNavi web）","2018年1月13日 10時00分","ライフ,企業・産業",""
"1.4倍テレコン内蔵の超望遠ズームレンズ「ニコン AF-S NIKKOR 180-400mm f/4E TC1.4 FL ED VR」（GetNavi web）","2018年1月13日 10時00分","企業・産業",""
"３期連続増益　リフォームの中古販売好調","2018年1月12日 20時43分","経済,最新の経済ニュース,企業・産業,速報","東武住販が１２日発表した２０１７年１１月中間単独決算は、売上高が前年同期比１４．２％増の３５億円で３期連続の増収だった。経常利益は８．３％増の３億３７００万円、最終（当期）利益は８．９％増の２億３２００万円でいずれも３期連続の増益。売上高と経常利益、最終利益とも過去最高だった。リフォームした中古住宅の販売が好調だったため。記者会見した荻野利浩社長は「中古住宅は価格が手ごろで、市場が広がっている」と話した。【石田宗久】"
"「企業再生の有名人」新社長に関根氏","2018年1月12日 20時23分","経済,最新の経済ニュース,企業・産業,速報","商工組合中央金庫（商工中金）は１２日、不正融資問題で引責辞任を表明していた安達健祐（けんゆう）社長（６５）の後任に、西武ホールディングス（ＨＤ）子会社であるプリンスホテルの関根正裕常務執行役員（６０）を起用すると発表した。関根氏は銀行出身で金融業界に明るく、西武ＨＤでは鉄道やホテル事業の再生を手掛けた。商工中金で抜本的な経営改革を進められるのか、手腕が問われそうだ。３月２７日に開催予定の臨時株主総会を経て就任する。商工中金を所管する世耕弘成経済産業相は１２日の閣議後記者会見で「金融実務に精通し、鉄道やホテルの再建に強いリーダーシップを発揮した。立て直しにふさわしい人物」と述べた。国の融資制度「危機対応融資」を巡り組織的な不正が行われていた商工中金は、元経産事務次官の安達社長が昨年１０月に引責辞任を表明。商工中金は経産省の「天下りポスト」だったことから、政府は民間出身で企業再生の実績があることを条件に後任の人選を進めた。元地銀トップなどに打診したが、所属先との調整が難航するなどして決められなかった。最終的に企業再生手腕で評価の高かった関根氏を頼ることにした。関根氏は第一勧業銀行（現みずほフィナンシャルグループ）出身。銀行では主に広報畑を歩み、１９９７年に発覚した総会屋への利益供与事件で行内改革に携わった。当時銀行に勤務していた作家、江上剛氏の部下で、小説「座礁　巨大銀行が震えた日」の登場人物のモデルにもなった。江上氏は毎日新聞の取材に「まっすぐな人物。総会屋利益供与事件当時、名古屋の副支店長から本社に呼び戻したほど有能だった」と振り返った。その後、堤義明・元コクド会長のインサイダー事件で揺れる西武鉄道に移った。みずほ出身の後藤高志・西武ＨＤ社長のもと鉄道やホテル事業の経営再建に手腕を発揮。「広報や企業再生の世界では有名人」（関係者）だった。商工中金を巡っては、経産省の有識者検討会が１１日、危機対応融資を縮小したうえで今後４年間かけて経営改革を進め、完全民営化の可否を判断するよう提言した。事業モデルの転換や企業統治の強化を急ピッチで進めるのは容易ではなく、関根氏に課せられた責任は重い。関根氏は１２日、西武ＨＤを通じ「西武グループで再生に取り組んできた経験を生かし、全身全霊をささげる覚悟で取り組む」とコメントした。【浜中慎哉、横山三加子】"
"次世代スポーツカー試作車発表","2018年1月12日 19時12分","経済,最新の経済ニュース,企業・産業,速報","トヨタ自動車は１２日、千葉市の幕張メッセで開幕した自動車ショー「東京オートサロン２０１８」で次世代の高性能スポーツカーの試作車「ＧＲスーパースポーツコンセプト」を発表した。世界耐久選手権（ＷＥＣ）参戦車両とほぼ同じ部品で構成されており、公道を走る一般車両として市販化を目指す。公開した試作車はＷＥＣに参戦する「ＴＳ０５０」に似た流麗な外観で定員は２人。燃焼効率のよいＶ型６気筒２・４リットルエンジンとレース用の高効率ハイブリッド車（ＨＶ）システムを組み合わせ、高速性能と燃費性能を向上させている。価格や発売時期は未定。市販すれば、トヨタとしては２０１０～１２年に限定５００台で生産・販売されたレクサスブランドの「ＬＦＡ」以来の高性能スポーツカーとなる。友山茂樹副社長は会場で「ＷＥＣで鍛えたＨＶ技術を生かし、究極のパワーと環境性能を両立した次世代のスーパースポーツカーを目指す」と述べた。【和田憲二】"
